symbol,effective_from,effective_to,weight,source
ORCL-PD,2023-06-30,2099-12-31,2.210563679918,SEC-NPORT-2023q3
ORCL-PD,2023-09-30,2099-12-31,2.090619554114,SEC-NPORT-2023q4
PANW,2023-06-30,2099-12-31,.932605912834,SEC-NPORT-2023q3
PANW,2023-09-30,2099-12-31,.898991915276,SEC-NPORT-2023q4
PAYC,2020-03-31,2099-12-31,.181241263738,SEC-NPORT-2020q2
PAYC,2020-06-30,2099-12-31,.211955472955,SEC-NPORT-2020q3
PAYC,2020-09-30,2099-12-31,.193895243183,SEC-NPORT-2020q4
PAYC,2020-12-31,2099-12-31,.253091805011,SEC-NPORT-2021q1
PAYC,2021-03-31,2099-12-31,.202375480548,SEC-NPORT-2021q2
PAYC,2021-06-30,2099-12-31,.178662949474,SEC-NPORT-2021q3
PAYC,2021-09-30,2099-12-31,.235552947579,SEC-NPORT-2021q4
PAYC,2021-12-31,2099-12-31,.176082137061,SEC-NPORT-2022q1
PAYC,2022-03-31,2099-12-31,.163518487215,SEC-NPORT-2022q2
PAYC,2022-06-30,2099-12-31,.158233369507,SEC-NPORT-2022q3
PAYC,2022-09-30,2099-12-31,.209376808249,SEC-NPORT-2022q4
PAYC,2022-12-31,2099-12-31,.185462915823,SEC-NPORT-2023q1
PAYC,2023-03-31,2099-12-31,.193025337063,SEC-NPORT-2023q2
PAYX,2019-09-30,2099-12-31,.487420650549,SEC-NPORT-2019q4
PAYX,2019-12-31,2099-12-31,.435536716283,SEC-NPORT-2020q1
PAYX,2020-03-31,2099-12-31,.366664720765,SEC-NPORT-2020q2
PAYX,2020-06-30,2099-12-31,.342942483842,SEC-NPORT-2020q3
PAYX,2020-09-30,2099-12-31,.325287400033,SEC-NPORT-2020q4
PAYX,2020-12-31,2099-12-31,.340593382926,SEC-NPORT-2021q1
PAYX,2021-03-31,2099-12-31,.350663312228,SEC-NPORT-2021q2
PAYX,2021-06-30,2099-12-31,.345001890463,SEC-NPORT-2021q3
PAYX,2021-09-30,2099-12-31,.355989246147,SEC-NPORT-2021q4
PAYX,2021-12-31,2099-12-31,.385883585853,SEC-NPORT-2022q1
PAYX,2022-03-31,2099-12-31,.429446431636,SEC-NPORT-2022q2
PAYX,2022-06-30,2099-12-31,.42921693369,SEC-NPORT-2022q3
PAYX,2022-09-30,2099-12-31,.469243044431,SEC-NPORT-2022q4
PAYX,2022-12-31,2099-12-31,.455823009052,SEC-NPORT-2023q1
PTC,2021-06-30,2099-12-31,.148532356841,SEC-NPORT-2021q3
PTC,2021-09-30,2099-12-31,.125092674074,SEC-NPORT-2021q4
PTC,2021-12-31,2099-12-31,.11275062783,SEC-NPORT-2022q1
PTC,2022-03-31,2099-12-31,.111134072965,SEC-NPORT-2022q2
PTC,2022-06-30,2099-12-31,.131275791996,SEC-NPORT-2022q3
PTC,2022-09-30,2099-12-31,.144364328721,SEC-NPORT-2022q4
PTC,2022-12-31,2099-12-31,.156060765712,SEC-NPORT-2023q1
PTC,2023-03-31,2099-12-31,.179704781595,SEC-NPORT-2023q2
PTC,2023-06-30,2099-12-31,.182827594022,SEC-NPORT-2023q3
PTC,2023-09-30,2099-12-31,.211080488474,SEC-NPORT-2023q4
PYPL,2019-09-30,2099-12-31,2.244466190119,SEC-NPORT-2019q4
PYPL,2019-12-31,2099-12-31,2.041516004523,SEC-NPORT-2020q1
PYPL,2020-03-31,2099-12-31,2.056378292831,SEC-NPORT-2020q2
PYPL,2020-06-30,2099-12-31,2.900995159855,SEC-NPORT-2020q3
PYPL,2020-09-30,2099-12-31,2.942417198768,SEC-NPORT-2020q4
PYPL,2020-12-31,2099-12-31,3.134920905316,SEC-NPORT-2021q1
PYPL,2021-03-31,2099-12-31,3.169936737102,SEC-NPORT-2021q2
PYPL,2021-06-30,2099-12-31,3.427791319254,SEC-NPORT-2021q3
PYPL,2021-09-30,2099-12-31,3.02246417422,SEC-NPORT-2021q4
PYPL,2021-12-31,2099-12-31,1.951789208181,SEC-NPORT-2022q1
PYPL,2022-03-31,2099-12-31,1.320526570215,SEC-NPORT-2022q2
PYPL,2022-06-30,2099-12-31,.948831197611,SEC-NPORT-2022q3
PYPL,2022-09-30,2099-12-31,1.299493979738,SEC-NPORT-2022q4
PYPL,2022-12-31,2099-12-31,.998451964057,SEC-NPORT-2023q1
QRVO,2019-09-30,2099-12-31,.160795370273,SEC-NPORT-2019q4
QRVO,2019-12-31,2099-12-31,.217026687338,SEC-NPORT-2020q1
QRVO,2020-03-31,2099-12-31,.171360391914,SEC-NPORT-2020q2
QRVO,2020-06-30,2099-12-31,.179823972493,SEC-NPORT-2020q3
QRVO,2020-09-30,2099-12-31,.187435155054,SEC-NPORT-2020q4
QRVO,2020-12-31,2099-12-31,.216644171606,SEC-NPORT-2021q1
QRVO,2021-03-31,2099-12-31,.230654497984,SEC-NPORT-2021q2
QRVO,2021-06-30,2099-12-31,.220490875497,SEC-NPORT-2021q3
QRVO,2021-09-30,2099-12-31,.183683674774,SEC-NPORT-2021q4
QRVO,2021-12-31,2099-12-31,.151848059446,SEC-NPORT-2022q1
QRVO,2022-03-31,2099-12-31,.131857660671,SEC-NPORT-2022q2
QRVO,2022-06-30,2099-12-31,.119983072161,SEC-NPORT-2022q3
QRVO,2022-09-30,2099-12-31,.10699968857,SEC-NPORT-2022q4
QRVO,2022-12-31,2099-12-31,.113016293887,SEC-NPORT-2023q1
QRVO,2023-03-31,2099-12-31,.13358196022,SEC-NPORT-2023q2
QRVO,2023-06-30,2099-12-31,.122934238965,SEC-NPORT-2023q3
QRVO,2023-09-30,2099-12-31,.117200074295,SEC-NPORT-2023q4
ROP,2022-06-30,2099-12-31,.490331506926,SEC-NPORT-2022q3
ROP,2022-09-30,2099-12-31,.497790522884,SEC-NPORT-2022q4
ROP,2022-12-31,2099-12-31,.563474307568,SEC-NPORT-2023q1
ROP,2023-03-31,2099-12-31,.615310926566,SEC-NPORT-2023q2
ROP,2023-06-30,2099-12-31,.618203882424,SEC-NPORT-2023q3
ROP,2023-09-30,2099-12-31,.647906257472,SEC-NPORT-2023q4
SEDG,2021-12-31,2099-12-31,.129799372056,SEC-NPORT-2022q1
SEDG,2022-03-31,2099-12-31,.165942744899,SEC-NPORT-2022q2
SEDG,2022-06-30,2099-12-31,.178373167349,SEC-NPORT-2022q3
SEDG,2022-09-30,2099-12-31,.168107522743,SEC-NPORT-2022q4
SEDG,2022-12-31,2099-12-31,.194715027911,SEC-NPORT-2023q1
SEDG,2023-03-31,2099-12-31,.223677061587,SEC-NPORT-2023q2
SEDG,2023-06-30,2099-12-31,.182858488899,SEC-NPORT-2023q3
SEDG,2023-09-30,2099-12-31,.091831100506,SEC-NPORT-2023q4
SNPS,2019-09-30,2099-12-31,.379902724282,SEC-NPORT-2019q4
SNPS,2019-12-31,2099-12-31,.336361493108,SEC-NPORT-2020q1
SNPS,2020-03-31,2099-12-31,.354185750406,SEC-NPORT-2020q2
SNPS,2020-06-30,2099-12-31,.416972011087,SEC-NPORT-2020q3
SNPS,2020-09-30,2099-12-31,.413359081947,SEC-NPORT-2020q4
SNPS,2020-12-31,2099-12-31,.451284011504,SEC-NPORT-2021q1
SNPS,2021-03-31,2099-12-31,.420810436564,SEC-NPORT-2021q2
SNPS,2021-06-30,2099-12-31,.421172370609,SEC-NPORT-2021q3
SNPS,2021-09-30,2099-12-31,.451613009503,SEC-NPORT-2021q4
SNPS,2021-12-31,2099-12-31,.495055447392,SEC-NPORT-2022q1
SNPS,2022-03-31,2099-12-31,.501226916917,SEC-NPORT-2022q2
SNPS,2022-06-30,2099-12-31,.545505093551,SEC-NPORT-2022q3
SNPS,2022-09-30,2099-12-31,.610151798643,SEC-NPORT-2022q4
SNPS,2022-12-31,2099-12-31,.600359013221,SEC-NPORT-2023q1
SNPS,2023-03-31,2099-12-31,.775112590072,SEC-NPORT-2023q2
SNPS,2023-06-30,2099-12-31,.79989716391,SEC-NPORT-2023q3
SNPS,2023-09-30,2099-12-31,.875632825954,SEC-NPORT-2023q4
STX,2021-06-30,2099-12-31,.175280976682,SEC-NPORT-2021q3
STX,2021-09-30,2099-12-31,.170800041634,SEC-NPORT-2021q4
STX,2021-12-31,2099-12-31,.20488994961,SEC-NPORT-2022q1
STX,2022-03-31,2099-12-31,.177449228988,SEC-NPORT-2022q2
STX,2022-06-30,2099-12-31,.165651789626,SEC-NPORT-2022q3
STX,2022-09-30,2099-12-31,.135720081061,SEC-NPORT-2022q4
STX,2022-12-31,2099-12-31,.12421463482,SEC-NPORT-2023q1
STX,2023-03-31,2099-12-31,.167178194772,SEC-NPORT-2023q2
STX,2023-06-30,2099-12-31,.143722189939,SEC-NPORT-2023q3
STX,2023-09-30,2099-12-31,.159479132931,SEC-NPORT-2023q4
SWKS,2019-09-30,2099-12-31,.250551845592,SEC-NPORT-2019q4
SWKS,2019-12-31,2099-12-31,.331033628461,SEC-NPORT-2020q1
SWKS,2020-03-31,2099-12-31,.278533688924,SEC-NPORT-2020q2
SWKS,2020-06-30,2099-12-31,.302487417944,SEC-NPORT-2020q3
SWKS,2020-09-30,2099-12-31,.309327810383,SEC-NPORT-2020q4
SWKS,2020-12-31,2099-12-31,.2900646273,SEC-NPORT-2021q1
SWKS,2021-03-31,2099-12-31,.337219883342,SEC-NPORT-2021q2
SWKS,2021-06-30,2099-12-31,.316744248307,SEC-NPORT-2021q3
SWKS,2021-09-30,2099-12-31,.268991339085,SEC-NPORT-2021q4
SWKS,2021-12-31,2099-12-31,.225708691426,SEC-NPORT-2022q1
SWKS,2022-03-31,2099-12-31,.214244853733,SEC-NPORT-2022q2
SWKS,2022-06-30,2099-12-31,.174900863414,SEC-NPORT-2022q3
SWKS,2022-09-30,2099-12-31,.178599787328,SEC-NPORT-2022q4
SWKS,2022-12-31,2099-12-31,.179797159648,SEC-NPORT-2023q1
SWKS,2023-03-31,2099-12-31,.246952646986,SEC-NPORT-2023q2
SWKS,2023-06-30,2099-12-31,.212490075536,SEC-NPORT-2023q3
SWKS,2023-09-30,2099-12-31,.197021681113,SEC-NPORT-2023q4
TDY,2021-09-30,2099-12-31,.197721116009,SEC-NPORT-2021q4
TDY,2021-12-31,2099-12-31,.179525582834,SEC-NPORT-2022q1
TDY,2022-03-31,2099-12-31,.216003891474,SEC-NPORT-2022q2
TDY,2022-06-30,2099-12-31,.206134408746,SEC-NPORT-2022q3
TDY,2022-09-30,2099-12-31,.206516848102,SEC-NPORT-2022q4
TDY,2022-12-31,2099-12-31,.230530229391,SEC-NPORT-2023q1
TDY,2023-03-31,2099-12-31,.276110289678,SEC-NPORT-2023q2
TDY,2023-06-30,2099-12-31,.233322234645,SEC-NPORT-2023q3
TDY,2023-09-30,2099-12-31,.2411668795,SEC-NPORT-2023q4
TER,2020-09-30,2099-12-31,.167770800197,SEC-NPORT-2020q4
TER,2020-12-31,2099-12-31,.227447402336,SEC-NPORT-2021q1
TER,2021-03-31,2099-12-31,.226047284119,SEC-NPORT-2021q2
TER,2021-06-30,2099-12-31,.223696053748,SEC-NPORT-2021q3
TER,2021-09-30,2099-12-31,.17803309042,SEC-NPORT-2021q4
TER,2021-12-31,2099-12-31,.234819000817,SEC-NPORT-2022q1
TER,2022-03-31,2099-12-31,.188890608578,SEC-NPORT-2022q2
TER,2022-06-30,2099-12-31,.168309339163,SEC-NPORT-2022q3
TER,2022-09-30,2099-12-31,.153829092555,SEC-NPORT-2022q4
TER,2022-12-31,2099-12-31,.167302328003,SEC-NPORT-2023q1
TER,2023-03-31,2099-12-31,.220468897268,SEC-NPORT-2023q2
TER,2023-06-30,2099-12-31,.208197379584,SEC-NPORT-2023q3
TER,2023-09-30,2099-12-31,.193993919008,SEC-NPORT-2023q4
TRMB,2021-03-31,2099-12-31,.217599865669,SEC-NPORT-2021q2
TRMB,2021-06-30,2099-12-31,.205716505214,SEC-NPORT-2021q3
TRMB,2021-09-30,2099-12-31,.204581026116,SEC-NPORT-2021q4
TRMB,2021-12-31,2099-12-31,.192793191969,SEC-NPORT-2022q1
TRMB,2022-03-31,2099-12-31,.177475730652,SEC-NPORT-2022q2
TRMB,2022-06-30,2099-12-31,.170874080625,SEC-NPORT-2022q3
TRMB,2022-09-30,2099-12-31,.175472454897,SEC-NPORT-2022q4
TRMB,2022-12-31,2099-12-31,.153335180825,SEC-NPORT-2023q1
TRMB,2023-03-31,2099-12-31,.170213696878,SEC-NPORT-2023q2
TRMB,2023-06-30,2099-12-31,.158206536951,SEC-NPORT-2023q3
TRMB,2023-09-30,2099-12-31,.167691588675,SEC-NPORT-2023q4
TXN,2019-09-30,2099-12-31,2.221854082295,SEC-NPORT-2019q4
TXN,2019-12-31,2099-12-31,1.927558981382,SEC-NPORT-2020q1
TXN,2020-03-31,2099-12-31,1.708696850946,SEC-NPORT-2020q2
TXN,2020-06-30,2099-12-31,1.652515219226,SEC-NPORT-2020q3
TXN,2020-09-30,2099-12-31,1.66465214747,SEC-NPORT-2020q4
TXN,2020-12-31,2099-12-31,1.721206420811,SEC-NPORT-2021q1
TXN,2021-03-31,2099-12-31,1.938407117508,SEC-NPORT-2021q2
TXN,2021-06-30,2099-12-31,1.777834259091,SEC-NPORT-2021q3
TXN,2021-09-30,2099-12-31,1.754148742463,SEC-NPORT-2021q4
TXN,2021-12-31,2099-12-31,1.533267189718,SEC-NPORT-2022q1
TXN,2022-03-31,2099-12-31,1.66081265697,SEC-NPORT-2022q2
TXN,2022-06-30,2099-12-31,1.662214614086,SEC-NPORT-2022q3
TXN,2022-09-30,2099-12-31,1.84636392146,SEC-NPORT-2022q4
TXN,2022-12-31,2099-12-31,1.843972442126,SEC-NPORT-2023q1
TXN,2023-03-31,2099-12-31,2.219348439268,SEC-NPORT-2023q2
TXN,2023-06-30,2099-12-31,1.970898038218,SEC-NPORT-2023q3
TXN,2023-09-30,2099-12-31,1.810145033952,SEC-NPORT-2023q4
TYL,2020-06-30,2099-12-31,.195673394288,SEC-NPORT-2020q3
TYL,2020-09-30,2099-12-31,.178548827472,SEC-NPORT-2020q4
TYL,2020-12-31,2099-12-31,.201381233124,SEC-NPORT-2021q1
TYL,2021-03-31,2099-12-31,.19198420404,SEC-NPORT-2021q2
TYL,2021-06-30,2099-12-31,.183892879384,SEC-NPORT-2021q3
TYL,2021-09-30,2099-12-31,.185151554131,SEC-NPORT-2021q4
TYL,2021-12-31,2099-12-31,.194133829453,SEC-NPORT-2022q1
TYL,2022-03-31,2099-12-31,.178704282966,SEC-NPORT-2022q2
TYL,2022-06-30,2099-12-31,.161748765496,SEC-NPORT-2022q3
TYL,2022-09-30,2099-12-31,.188697376401,SEC-NPORT-2022q4
TYL,2022-12-31,2099-12-31,.165061318651,SEC-NPORT-2023q1
TYL,2023-03-31,2099-12-31,.194488497952,SEC-NPORT-2023q2
TYL,2023-06-30,2099-12-31,.210574849995,SEC-NPORT-2023q3
TYL,2023-09-30,2099-12-31,.203706138672,SEC-NPORT-2023q4
V,2019-09-30,2099-12-31,5.469864708125,SEC-NPORT-2019q4
V,2019-12-31,2099-12-31,5.170006568775,SEC-NPORT-2020q1
V,2020-03-31,2099-12-31,5.045226039438,SEC-NPORT-2020q2
V,2020-06-30,2099-12-31,4.621507757315,SEC-NPORT-2020q3
V,2020-09-30,2099-12-31,4.291258835426,SEC-NPORT-2020q4
V,2020-12-31,2099-12-31,4.237192624549,SEC-NPORT-2021q1
V,2021-03-31,2099-12-31,4.002626040682,SEC-NPORT-2021q2
V,2021-06-30,2099-12-31,3.960061246858,SEC-NPORT-2021q3
V,2021-09-30,2099-12-31,3.716115285169,SEC-NPORT-2021q4
V,2021-12-31,2099-12-31,3.201400224314,SEC-NPORT-2022q1
V,2022-03-31,2099-12-31,3.604657593395,SEC-NPORT-2022q2
V,2022-06-30,2099-12-31,3.801339025693,SEC-NPORT-2022q3
V,2022-09-30,2099-12-31,3.79205438654,SEC-NPORT-2022q4
V,2022-12-31,2099-12-31,4.177261728231,SEC-NPORT-2023q1
VNT,2020-12-31,2099-12-31,.051549787751,SEC-NPORT-2021q1
WDC,2019-09-30,2099-12-31,.325056139298,SEC-NPORT-2019q4
WDC,2019-12-31,2099-12-31,.304022342901,SEC-NPORT-2020q1
WDC,2020-03-31,2099-12-31,.226417747631,SEC-NPORT-2020q2
WDC,2020-06-30,2099-12-31,.187648831414,SEC-NPORT-2020q3
WDC,2020-09-30,2099-12-31,.140733921956,SEC-NPORT-2020q4
WDC,2020-12-31,2099-12-31,.19210420426,SEC-NPORT-2021q1
WDC,2021-03-31,2099-12-31,.22774039939,SEC-NPORT-2021q2
WDC,2021-06-30,2099-12-31,.218226985116,SEC-NPORT-2021q3
WDC,2021-09-30,2099-12-31,.170971997883,SEC-NPORT-2021q4
WDC,2021-12-31,2099-12-31,.179001800015,SEC-NPORT-2022q1
WDC,2022-03-31,2099-12-31,.15219733412,SEC-NPORT-2022q2
WDC,2022-06-30,2099-12-31,.164701207721,SEC-NPORT-2022q3
WDC,2022-09-30,2099-12-31,.133078460455,SEC-NPORT-2022q4
WDC,2022-12-31,2099-12-31,.123243536001,SEC-NPORT-2023q1
WDC,2023-03-31,2099-12-31,.158376985754,SEC-NPORT-2023q2
WDC,2023-06-30,2099-12-31,.146375767554,SEC-NPORT-2023q3
WDC,2023-09-30,2099-12-31,.183033663289,SEC-NPORT-2023q4
XRXDW,2019-12-31,2099-12-31,.110787216319,SEC-NPORT-2020q1
XRXDW,2020-03-31,2099-12-31,.064412620698,SEC-NPORT-2020q2
XRXDW,2020-06-30,2099-12-31,.039679617367,SEC-NPORT-2020q3
XRXDW,2020-09-30,2099-12-31,.042922626904,SEC-NPORT-2020q4
XRXDW,2020-12-31,2099-12-31,.044144999113,SEC-NPORT-2021q1
ZBRA,2019-12-31,2099-12-31,.221359732999,SEC-NPORT-2020q1
ZBRA,2020-03-31,2099-12-31,.181146825929,SEC-NPORT-2020q2
ZBRA,2020-06-30,2099-12-31,.192698347629,SEC-NPORT-2020q3
ZBRA,2020-09-30,2099-12-31,.171480718833,SEC-NPORT-2020q4
ZBRA,2020-12-31,2099-12-31,.234112333107,SEC-NPORT-2021q1
ZBRA,2021-03-31,2099-12-31,.289219914726,SEC-NPORT-2021q2
ZBRA,2021-06-30,2099-12-31,.283549944422,SEC-NPORT-2021q3
ZBRA,2021-09-30,2099-12-31,.2721180603,SEC-NPORT-2021q4
ZBRA,2021-12-31,2099-12-31,.280170723948,SEC-NPORT-2022q1
ZBRA,2022-03-31,2099-12-31,.21515751821,SEC-NPORT-2022q2
ZBRA,2022-06-30,2099-12-31,.18106896814,SEC-NPORT-2022q3
ZBRA,2022-09-30,2099-12-31,.177126408523,SEC-NPORT-2022q4
ZBRA,2022-12-31,2099-12-31,.162810091823,SEC-NPORT-2023q1
ZBRA,2023-03-31,2099-12-31,.216190424549,SEC-NPORT-2023q2
ZBRA,2023-06-30,2099-12-31,.183503403206,SEC-NPORT-2023q3
ZBRA,2023-09-30,2099-12-31,.15222908193,SEC-NPORT-2023q4
symbol,effective_from,effective_to,weight,source
AAPL,2019-09-30,2099-12-31,17.51932574376,SEC-NPORT-2019q4
